,0,1,2,3,4,5,6,7,8,9
0,0.9999999999999989,0.34875432643306714,0.33675562712520773,0.33190834424429244,0.3296669619380092,0.328177465285295,0.3271576839736568,0.3264832032234376,0.32598099239668443,0.32544835962068813
1,0.34875432643306714,1.0000000000000018,0.9994365549989168,0.9991221732513812,0.9989295983060743,0.9988251535910606,0.9986725858993971,0.9986309283186439,0.998611836427843,0.9985549772471959
2,0.33675562712520773,0.9994365549989168,0.9999999999999993,0.9997777245598003,0.9996716496922673,0.9995697553185802,0.9994531864340612,0.9994094649033233,0.9994024509350171,0.9993636546214572
3,0.33190834424429244,0.9991221732513812,0.9997777245598003,0.9999999999999996,0.9999090773766786,0.9998438362170786,0.9997688877674673,0.9997336267517901,0.9997040014344214,0.9996614637413854
4,0.3296669619380092,0.9989295983060743,0.9996716496922673,0.9999090773766786,1.0000000000000004,0.9999346230123896,0.9998808242767584,0.9998467866983772,0.9998153220132409,0.9997832560701523
5,0.328177465285295,0.9988251535910606,0.9995697553185802,0.9998438362170786,0.9999346230123896,0.9999999999999993,0.9999528322919218,0.9999169508082871,0.9998846697752832,0.9998542923464173
6,0.3271576839736568,0.9986725858993971,0.9994531864340612,0.9997688877674673,0.9998808242767584,0.9999528322919218,1.0000000000000009,0.9999725454824705,0.9999463637953725,0.9999267598680885
7,0.3264832032234376,0.9986309283186439,0.9994094649033233,0.9997336267517901,0.9998467866983772,0.9999169508082871,0.9999725454824705,1.0000000000000022,0.9999782667682242,0.9999617432742175
8,0.32598099239668443,0.998611836427843,0.9994024509350171,0.9997040014344214,0.9998153220132409,0.9998846697752832,0.9999463637953725,0.9999782667682242,0.9999999999999991,0.9999818197754216
9,0.32544835962068813,0.9985549772471959,0.9993636546214572,0.9996614637413854,0.9997832560701523,0.9998542923464173,0.9999267598680885,0.9999617432742175,0.9999818197754216,0.9999999999999999
